,Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand
4617,2022-02-16,S001,P0018,Groceries,North,178,139,182,53.84,25,Sunny,1,59.18,Winter,0,153
4622,2022-02-16,S002,P0003,Groceries,South,429,121,381,89.64,5,Cloudy,0,78.96,Winter,0,130
4624,2022-02-16,S002,P0005,Electronics,South,400,41,0,60.47,25,Cloudy,1,60.02,Winter,0,43
4628,2022-02-16,S002,P0009,Groceries,South,293,183,316,66.11,15,Cloudy,1,72.61,Winter,0,173
4633,2022-02-16,S002,P0014,Electronics,South,495,121,634,146.01,5,Cloudy,0,139.97,Winter,0,146
4634,2022-02-16,S002,P0015,Clothing,South,461,80,0,53.4,20,Cloudy,1,51.98,Winter,0,73
4635,2022-02-16,S002,P0016,Clothing,South,201,168,368,91.23,25,Cloudy,1,80.46,Winter,0,187
4640,2022-02-16,S003,P0001,Toys,East,127,113,198,13.5,25,Snowy,1,11.83,Winter,0,100
4646,2022-02-16,S003,P0007,Groceries,East,1542,93,0,15.18,10,Snowy,0,14.41,Winter,0,93
4648,2022-02-16,S003,P0009,Groceries,East,197,65,0,44.76,20,Snowy,1,52.91,Winter,0,108
4654,2022-02-16,S003,P0015,Groceries,East,586,172,872,96.48,25,Snowy,1,110.88,Winter,0,192
4657,2022-02-16,S003,P0018,Furniture,East,431,86,0,107.09,20,Snowy,1,125.25,Winter,0,73
4660,2022-02-16,S004,P0001,Groceries,West,526,119,0,10.04,20,Cloudy,1,11.32,Winter,0,137
4661,2022-02-16,S004,P0002,Groceries,West,267,115,0,16.72,25,Cloudy,1,16.35,Winter,0,111
4662,2022-02-16,S004,P0003,Furniture,West,313,104,348,143.63,10,Cloudy,0,166.38,Winter,0,114
4664,2022-02-16,S004,P0005,Clothing,West,124,124,188,83.9,20,Cloudy,1,71.36,Winter,0,205
4668,2022-02-16,S004,P0009,Clothing,West,890,126,0,123.35,20,Cloudy,1,145.63,Winter,0,196
4670,2022-02-16,S004,P0011,Clothing,West,475,129,385,59.35,10,Cloudy,0,57.59,Winter,0,110
4673,2022-02-16,S004,P0014,Furniture,West,359,124,0,185.4,0,Cloudy,0,206.38,Winter,0,104
4674,2022-02-16,S004,P0015,Furniture,West,290,71,0,83.52,20,Cloudy,1,79.91,Winter,0,81
4675,2022-02-16,S004,P0016,Furniture,West,262,87,315,113.37,15,Cloudy,1,126.39,Winter,0,111
4680,2022-02-16,S005,P0001,Groceries,North,119,119,612,17.64,10,Sunny,1,16.51,Winter,0,264
4685,2022-02-16,S005,P0006,Groceries,North,672,172,581,71.07,10,Sunny,0,63.69,Winter,0,177
4686,2022-02-16,S005,P0007,Groceries,North,329,116,323,92.8,10,Sunny,0,100.79,Winter,0,175
4688,2022-02-16,S005,P0009,Groceries,North,158,158,662,99.45,25,Sunny,1,112.36,Winter,0,214
4692,2022-02-16,S005,P0013,Groceries,North,859,95,0,74.99,0,Sunny,0,64.5,Winter,0,85
4695,2022-02-16,S005,P0016,Toys,North,483,134,662,36.83,25,Sunny,1,41.46,Winter,0,216
4697,2022-02-16,S005,P0018,Clothing,North,76,76,118,18.33,25,Sunny,1,21.86,Winter,0,132
4700,2022-02-17,S001,P0001,Electronics,North,213,66,142,49.1,25,Cloudy,1,55.59,Winter,0,69
4702,2022-02-17,S001,P0003,Clothing,North,932,126,0,49.71,25,Cloudy,1,53.66,Winter,0,156
4704,2022-02-17,S001,P0005,Groceries,North,1451,129,0,66.68,0,Cloudy,0,66.42,Winter,0,119
4716,2022-02-17,S001,P0017,Toys,North,109,109,154,21.33,20,Cloudy,1,25.79,Winter,0,146
4720,2022-02-17,S002,P0001,Groceries,South,525,171,467,82.03,20,Sunny,1,77.61,Winter,0,159
4721,2022-02-17,S002,P0002,Toys,South,302,135,385,40.35,0,Sunny,0,43.54,Winter,0,160
4722,2022-02-17,S002,P0003,Groceries,South,308,134,0,77.77,20,Sunny,1,73.63,Winter,0,140
4732,2022-02-17,S002,P0013,Groceries,South,377,125,332,20.47,15,Sunny,1,18.07,Winter,0,107
4739,2022-02-17,S002,P0020,Furniture,South,321,145,353,145.74,10,Sunny,1,132.58,Winter,0,127
4742,2022-02-17,S003,P0003,Electronics,East,133,133,192,87.11,25,Snowy,1,81.66,Winter,0,165
4744,2022-02-17,S003,P0005,Toys,East,941,52,0,17.99,10,Snowy,0,21.67,Winter,0,60
4745,2022-02-17,S003,P0006,Toys,East,176,151,165,37.62,20,Snowy,1,44.58,Winter,0,155
4746,2022-02-17,S003,P0007,Groceries,East,1449,68,0,12.72,10,Snowy,0,13.82,Winter,0,58
4756,2022-02-17,S003,P0017,Furniture,East,704,44,0,88.52,25,Snowy,1,75.54,Winter,0,53
4757,2022-02-17,S003,P0018,Furniture,East,829,47,0,129.77,0,Snowy,0,153.08,Winter,0,64
4759,2022-02-17,S003,P0020,Clothing,East,400,52,0,58.74,20,Snowy,1,58.04,Winter,0,77
4760,2022-02-17,S004,P0001,Groceries,West,407,133,0,11.35,25,Sunny,1,9.68,Winter,0,187
4765,2022-02-17,S004,P0006,Groceries,West,217,211,336,38.85,25,Sunny,1,36.58,Winter,0,203
4773,2022-02-17,S004,P0014,Furniture,West,235,120,173,176.19,5,Sunny,0,204.37,Winter,0,104
4777,2022-02-17,S004,P0018,Furniture,West,124,85,117,180.52,0,Sunny,0,211.05,Winter,0,107
4779,2022-02-17,S004,P0020,Furniture,West,217,137,312,154.54,10,Sunny,1,151.84,Winter,0,143
4790,2022-02-17,S005,P0011,Electronics,North,197,111,676,89.48,10,Cloudy,0,99.33,Winter,0,166
4792,2022-02-17,S005,P0013,Groceries,North,764,212,0,84.44,15,Cloudy,1,82.51,Winter,0,179
4804,2022-02-18,S001,P0005,Groceries,North,1322,187,0,74.31,10,Sunny,0,85.58,Winter,0,217
4813,2022-02-18,S001,P0014,Groceries,North,384,162,547,81.55,20,Sunny,1,69.93,Winter,0,198
4816,2022-02-18,S001,P0017,Toys,North,154,150,197,23.98,20,Sunny,1,20.69,Winter,0,170
4819,2022-02-18,S001,P0020,Furniture,North,368,89,444,124.04,10,Sunny,1,109.23,Winter,0,102
4824,2022-02-18,S002,P0005,Electronics,South,865,74,0,96.6,0,Sunny,0,116.9,Winter,0,108
4830,2022-02-18,S002,P0011,Groceries,South,446,98,441,100.72,10,Sunny,0,114.42,Winter,0,151
4834,2022-02-18,S002,P0015,Clothing,South,1160,131,0,71.32,10,Sunny,0,61.21,Winter,0,125
4836,2022-02-18,S002,P0017,Toys,South,450,127,0,17.44,25,Sunny,1,16.45,Winter,0,111
4839,2022-02-18,S002,P0020,Furniture,South,176,145,562,128.75,25,Sunny,1,138.33,Winter,0,165
4844,2022-02-18,S003,P0005,Toys,East,889,103,0,22.46,10,Sunny,0,21.18,Winter,0,109
4846,2022-02-18,S003,P0007,Groceries,East,1381,197,0,19.73,10,Sunny,0,19.1,Winter,0,182
4847,2022-02-18,S003,P0008,Clothing,East,229,103,270,96.96,25,Sunny,1,102.35,Winter,0,131
4852,2022-02-18,S003,P0013,Groceries,East,510,130,590,77.19,5,Sunny,0,89.63,Winter,0,133
4853,2022-02-18,S003,P0014,Groceries,East,405,96,350,89.23,15,Sunny,1,99.95,Winter,0,130
4856,2022-02-18,S003,P0017,Furniture,East,660,123,544,135.56,15,Sunny,1,153.22,Winter,0,162
4859,2022-02-18,S003,P0020,Clothing,East,348,216,0,82.67,15,Sunny,1,90.21,Winter,0,188
4869,2022-02-18,S004,P0010,Groceries,West,608,94,614,28.24,5,Sunny,0,33.13,Winter,0,142
4876,2022-02-18,S004,P0017,Clothing,West,231,213,178,99.72,20,Sunny,1,116.27,Winter,0,179
4892,2022-02-18,S005,P0013,Groceries,North,552,184,672,102.75,0,Sunny,0,101.15,Winter,0,192
4893,2022-02-18,S005,P0014,Furniture,North,341,127,440,170.83,20,Sunny,1,145.54,Winter,0,137
4894,2022-02-18,S005,P0015,Groceries,North,309,94,303,57.67,0,Sunny,0,50.22,Winter,0,126
4899,2022-02-18,S005,P0020,Toys,North,142,142,170,31.0,20,Sunny,1,27.91,Winter,0,152
4904,2022-02-19,S001,P0005,Groceries,North,1135,108,0,62.46,0,Sunny,0,72.37,Winter,0,114
4908,2022-02-19,S001,P0009,Clothing,North,124,104,107,72.69,25,Sunny,1,79.23,Winter,0,121
4910,2022-02-19,S001,P0011,Furniture,North,233,89,228,175.05,0,Sunny,0,203.48,Winter,0,97
4911,2022-02-19,S001,P0012,Groceries,North,56,56,308,102.25,5,Sunny,0,108.49,Winter,0,189
4922,2022-02-19,S002,P0003,Groceries,South,455,88,428,86.67,10,Cloudy,1,81.02,Winter,0,137
4926,2022-02-19,S002,P0007,Toys,South,442,136,436,31.76,5,Cloudy,0,27.0,Winter,0,129
4934,2022-02-19,S002,P0015,Clothing,South,1029,196,0,80.47,5,Cloudy,0,91.31,Winter,0,166
4936,2022-02-19,S002,P0017,Toys,South,323,177,452,19.82,20,Cloudy,1,23.46,Winter,0,150
4938,2022-02-19,S002,P0019,Clothing,South,454,88,475,82.14,10,Cloudy,0,91.32,Winter,0,108
4940,2022-02-19,S003,P0001,Toys,East,162,153,370,17.64,20,Cloudy,1,17.26,Winter,0,169
4941,2022-02-19,S003,P0002,Groceries,East,527,129,561,71.5,5,Cloudy,0,69.44,Winter,0,180
4945,2022-02-19,S003,P0006,Toys,East,219,134,0,37.43,20,Cloudy,1,35.24,Winter,0,135
4946,2022-02-19,S003,P0007,Groceries,East,1184,57,0,14.53,5,Cloudy,0,15.39,Winter,0,79
4948,2022-02-19,S003,P0009,Groceries,East,103,103,207,58.6,25,Cloudy,1,50.07,Winter,0,210
4959,2022-02-19,S003,P0020,Clothing,East,820,41,0,58.68,10,Cloudy,0,54.36,Winter,0,45
4965,2022-02-19,S004,P0006,Groceries,West,336,202,418,43.71,20,Sunny,1,41.85,Winter,0,225
4968,2022-02-19,S004,P0009,Clothing,West,466,156,447,125.11,10,Sunny,1,119.14,Winter,0,139
4973,2022-02-19,S004,P0014,Furniture,West,173,75,220,173.59,5,Sunny,0,201.51,Winter,0,100
4974,2022-02-19,S004,P0015,Furniture,West,339,111,320,99.32,10,Sunny,0,115.44,Winter,0,113
4976,2022-02-19,S004,P0017,Clothing,West,196,149,155,94.21,20,Sunny,1,99.5,Winter,0,158
4981,2022-02-19,S005,P0002,Electronics,North,344,66,359,44.88,0,Sunny,0,41.22,Winter,0,103
4982,2022-02-19,S005,P0003,Toys,North,117,117,142,29.75,25,Sunny,1,26.1,Winter,0,169
4984,2022-02-19,S005,P0005,Groceries,North,278,191,331,19.31,10,Sunny,0,18.81,Winter,0,173
4985,2022-02-19,S005,P0006,Groceries,North,179,62,0,45.22,25,Sunny,1,44.49,Winter,0,86
4989,2022-02-19,S005,P0010,Groceries,North,446,186,515,65.35,20,Sunny,1,61.12,Winter,0,188
4995,2022-02-19,S005,P0016,Toys,North,834,79,0,30.15,10,Sunny,0,34.18,Winter,0,82
5002,2022-02-20,S001,P0003,Clothing,North,630,220,763,66.23,10,Sunny,1,73.46,Winter,0,196
5003,2022-02-20,S001,P0004,Electronics,North,250,93,0,89.72,20,Sunny,1,83.71,Winter,0,91
5004,2022-02-20,S001,P0005,Groceries,North,1027,199,0,69.28,10,Sunny,0,62.81,Winter,0,169
5006,2022-02-20,S001,P0007,Groceries,North,633,208,722,30.63,5,Sunny,0,35.6,Winter,0,188
5016,2022-02-20,S001,P0017,Toys,North,33,33,271,28.57,20,Sunny,1,30.31,Winter,0,266
5023,2022-02-20,S002,P0004,Groceries,South,129,128,287,35.98,20,Cloudy,1,39.33,Winter,0,118
5028,2022-02-20,S002,P0009,Groceries,South,136,136,400,69.86,15,Cloudy,1,60.09,Winter,0,174
5031,2022-02-20,S002,P0012,Electronics,South,426,105,487,72.34,5,Cloudy,0,64.88,Winter,0,110
5034,2022-02-20,S002,P0015,Clothing,South,833,98,0,61.0,25,Cloudy,1,59.6,Winter,0,133
5042,2022-02-20,S003,P0003,Electronics,East,136,119,118,75.66,25,Snowy,1,70.93,Winter,0,116
5046,2022-02-20,S003,P0007,Groceries,East,1127,181,0,20.16,0,Snowy,0,23.13,Winter,0,170
5049,2022-02-20,S003,P0010,Groceries,East,209,153,173,35.75,25,Snowy,1,33.42,Winter,0,145
5054,2022-02-20,S003,P0015,Groceries,East,978,81,0,89.64,10,Snowy,1,76.95,Winter,0,87
5057,2022-02-20,S003,P0018,Furniture,East,585,67,0,105.06,25,Snowy,1,93.68,Winter,0,71
5063,2022-02-20,S004,P0004,Groceries,West,275,139,435,54.22,10,Cloudy,1,59.97,Winter,0,135
5066,2022-02-20,S004,P0007,Groceries,West,452,152,498,33.58,0,Cloudy,0,35.93,Winter,0,149
5072,2022-02-20,S004,P0013,Groceries,West,416,167,535,23.94,5,Cloudy,0,26.31,Winter,0,166
5074,2022-02-20,S004,P0015,Furniture,West,228,162,408,113.44,10,Cloudy,1,123.64,Winter,0,158
5083,2022-02-20,S005,P0004,Groceries,North,105,105,171,7.48,20,Sunny,1,7.07,Winter,0,145
5088,2022-02-20,S005,P0009,Groceries,North,758,145,0,104.03,25,Sunny,1,101.97,Winter,0,211
5094,2022-02-20,S005,P0015,Groceries,North,347,92,0,46.79,20,Sunny,1,45.09,Winter,0,131
5096,2022-02-20,S005,P0017,Toys,North,145,117,155,33.72,25,Sunny,1,30.85,Winter,0,135
5097,2022-02-20,S005,P0018,Clothing,North,185,185,227,25.15,20,Sunny,1,30.44,Winter,0,228
5101,2022-02-21,S001,P0002,Clothing,North,183,118,0,50.38,25,Snowy,1,56.43,Winter,0,104
5104,2022-02-21,S001,P0005,Groceries,North,828,114,0,56.14,10,Snowy,0,52.93,Winter,0,98
5107,2022-02-21,S001,P0008,Electronics,North,173,134,157,42.55,25,Snowy,1,40.99,Winter,0,155
5110,2022-02-21,S001,P0011,Furniture,North,259,63,0,132.45,20,Snowy,1,131.11,Winter,0,66
5112,2022-02-21,S001,P0013,Toys,North,211,116,0,28.95,25,Snowy,1,25.15,Winter,0,126
5121,2022-02-21,S002,P0002,Toys,South,363,103,0,26.03,20,Cloudy,1,30.04,Winter,0,90
5127,2022-02-21,S002,P0008,Groceries,South,164,109,125,20.74,25,Cloudy,1,21.98,Winter,0,120
5129,2022-02-21,S002,P0010,Groceries,South,96,46,52,63.97,20,Cloudy,1,61.27,Winter,0,54
5130,2022-02-21,S002,P0011,Groceries,South,554,170,559,100.55,20,Cloudy,1,116.65,Winter,0,195
5132,2022-02-21,S002,P0013,Groceries,South,325,166,725,25.21,20,Cloudy,1,21.74,Winter,0,204
5136,2022-02-21,S002,P0017,Toys,South,42,42,437,27.39,0,Cloudy,0,24.98,Winter,0,167
5139,2022-02-21,S002,P0020,Furniture,South,849,69,0,112.21,10,Cloudy,0,134.67,Winter,0,64
5140,2022-02-21,S003,P0001,Toys,East,370,139,0,14.65,25,Sunny,1,12.57,Winter,0,126
5143,2022-02-21,S003,P0004,Groceries,East,350,61,0,16.72,20,Sunny,1,19.85,Winter,0,69
5146,2022-02-21,S003,P0007,Groceries,East,946,62,0,15.32,0,Sunny,0,14.81,Winter,0,66
5147,2022-02-21,S003,P0008,Clothing,East,225,202,288,122.65,20,Sunny,1,111.8,Winter,0,173
5149,2022-02-21,S003,P0010,Groceries,East,229,114,0,33.99,20,Sunny,1,31.83,Winter,0,107
5150,2022-02-21,S003,P0011,Electronics,East,252,95,346,132.04,10,Sunny,1,150.14,Winter,0,151
5152,2022-02-21,S003,P0013,Groceries,East,220,220,883,93.49,15,Sunny,1,81.66,Winter,0,230
5154,2022-02-21,S003,P0015,Groceries,East,897,59,0,98.41,0,Sunny,0,107.0,Winter,0,99
5160,2022-02-21,S004,P0001,Groceries,West,506,86,0,8.98,20,Cloudy,1,10.3,Winter,0,102
5161,2022-02-21,S004,P0002,Groceries,West,408,140,0,18.41,20,Cloudy,1,15.86,Winter,0,121
5169,2022-02-21,S004,P0010,Groceries,West,307,95,0,21.85,20,Cloudy,1,20.53,Winter,0,98
5170,2022-02-21,S004,P0011,Clothing,West,378,137,483,54.76,20,Cloudy,1,52.11,Winter,0,122
5180,2022-02-21,S005,P0001,Groceries,North,401,100,0,10.87,25,Snowy,1,10.56,Winter,0,142
5183,2022-02-21,S005,P0004,Groceries,North,171,47,0,5.27,20,Snowy,1,5.16,Winter,0,41
5187,2022-02-21,S005,P0008,Groceries,North,172,114,95,55.05,20,Snowy,1,52.66,Winter,0,110
5190,2022-02-21,S005,P0011,Electronics,North,919,86,0,84.68,10,Snowy,1,72.91,Winter,0,128
5192,2022-02-21,S005,P0013,Groceries,North,894,152,0,66.27,25,Snowy,1,58.85,Winter,0,136
5198,2022-02-21,S005,P0019,Furniture,North,119,64,109,98.92,25,Snowy,1,114.47,Winter,0,59
5204,2022-02-22,S001,P0005,Groceries,North,714,189,767,57.15,25,Sunny,1,68.35,Winter,0,184
5206,2022-02-22,S001,P0007,Groceries,North,387,35,0,14.92,25,Sunny,1,17.86,Winter,0,38
5210,2022-02-22,S001,P0011,Furniture,North,196,117,259,173.07,5,Sunny,0,197.61,Winter,0,109
5215,2022-02-22,S001,P0016,Groceries,North,268,163,473,35.14,20,Sunny,1,38.09,Winter,0,138
5226,2022-02-22,S002,P0007,Toys,South,588,95,0,23.57,20,Snowy,1,21.48,Winter,0,90
5233,2022-02-22,S002,P0014,Electronics,South,483,110,367,130.64,5,Snowy,0,112.5,Winter,0,109
5234,2022-02-22,S002,P0015,Clothing,South,600,85,0,64.41,20,Snowy,1,60.57,Winter,0,130
5235,2022-02-22,S002,P0016,Clothing,South,285,176,428,91.18,20,Snowy,1,97.57,Winter,0,181
5238,2022-02-22,S002,P0019,Clothing,South,165,165,675,111.07,0,Snowy,0,107.24,Winter,0,157
5246,2022-02-22,S003,P0007,Groceries,East,884,117,0,18.46,10,Sunny,1,20.87,Winter,0,176
5253,2022-02-22,S003,P0014,Groceries,East,371,113,391,113.47,0,Sunny,0,106.66,Winter,0,139
5254,2022-02-22,S003,P0015,Groceries,East,838,132,0,89.4,15,Sunny,1,101.99,Winter,0,120
5255,2022-02-22,S003,P0016,Electronics,East,225,225,524,121.1,25,Sunny,1,116.59,Winter,0,254
5256,2022-02-22,S003,P0017,Furniture,East,860,75,0,112.7,10,Sunny,0,120.18,Winter,0,83
5257,2022-02-22,S003,P0018,Furniture,East,426,96,398,131.29,10,Sunny,0,155.47,Winter,0,98
5260,2022-02-22,S004,P0001,Groceries,West,420,86,481,11.67,0,Cloudy,0,13.31,Winter,0,114
5261,2022-02-22,S004,P0002,Groceries,West,268,137,363,22.73,5,Cloudy,0,27.22,Winter,0,152
5266,2022-02-22,S004,P0007,Groceries,West,189,106,619,27.89,20,Cloudy,1,30.44,Winter,0,163
5269,2022-02-22,S004,P0010,Groceries,West,826,100,0,27.57,0,Cloudy,0,26.94,Winter,0,101
5272,2022-02-22,S004,P0013,Groceries,West,128,128,645,24.85,10,Cloudy,0,28.69,Winter,0,202
5274,2022-02-22,S004,P0015,Furniture,West,330,71,0,80.5,25,Cloudy,1,93.02,Winter,0,104
5275,2022-02-22,S004,P0016,Furniture,West,130,89,323,107.52,25,Cloudy,1,102.99,Winter,0,117
5280,2022-02-22,S005,P0001,Groceries,North,301,129,354,14.12,5,Sunny,0,12.16,Winter,0,151
5284,2022-02-22,S005,P0005,Groceries,North,186,148,328,16.73,25,Sunny,1,15.51,Winter,0,188
5285,2022-02-22,S005,P0006,Groceries,North,523,102,624,67.14,0,Sunny,0,75.76,Winter,0,137
5286,2022-02-22,S005,P0007,Groceries,North,273,116,278,78.15,20,Sunny,1,84.98,Winter,0,155
5290,2022-02-22,S005,P0011,Electronics,North,833,75,0,70.11,10,Sunny,0,76.42,Winter,0,86
5291,2022-02-22,S005,P0012,Furniture,North,498,78,435,152.88,0,Sunny,0,139.28,Winter,0,109
5294,2022-02-22,S005,P0015,Groceries,North,178,83,0,47.7,20,Sunny,1,42.88,Winter,0,137
5295,2022-02-22,S005,P0016,Toys,North,578,90,0,32.86,20,Sunny,1,34.97,Winter,0,147
5303,2022-02-23,S001,P0004,Electronics,North,209,209,448,131.69,15,Sunny,1,115.33,Winter,0,203
5304,2022-02-23,S001,P0005,Groceries,North,525,277,0,76.44,15,Sunny,1,66.42,Winter,0,232
5305,2022-02-23,S001,P0006,Toys,North,387,136,363,42.21,15,Sunny,1,39.01,Winter,0,139
5313,2022-02-23,S001,P0014,Groceries,North,389,208,533,83.35,10,Sunny,1,93.69,Winter,0,180
5320,2022-02-23,S002,P0001,Groceries,South,348,80,0,63.95,20,Snowy,1,54.61,Winter,0,79
5323,2022-02-23,S002,P0004,Groceries,South,297,164,547,49.83,10,Snowy,1,45.82,Winter,0,173
5325,2022-02-23,S002,P0006,Clothing,South,107,107,87,52.55,25,Snowy,1,47.21,Winter,0,100
5332,2022-02-23,S002,P0013,Groceries,South,57,57,0,29.32,10,Snowy,1,32.08,Winter,0,240
5333,2022-02-23,S002,P0014,Electronics,South,373,83,0,89.81,25,Snowy,1,107.08,Winter,0,83
5337,2022-02-23,S002,P0018,Clothing,South,117,113,98,22.15,25,Snowy,1,25.93,Winter,0,114
5344,2022-02-23,S003,P0005,Toys,East,417,58,0,16.63,20,Snowy,1,16.17,Winter,0,56
5357,2022-02-23,S003,P0018,Furniture,East,330,90,0,120.86,20,Snowy,1,129.17,Winter,0,109
5359,2022-02-23,S003,P0020,Clothing,East,479,130,626,78.93,10,Snowy,0,73.03,Winter,0,132
5360,2022-02-23,S004,P0001,Groceries,West,334,181,917,13.54,10,Sunny,1,15.35,Winter,0,205
5363,2022-02-23,S004,P0004,Groceries,West,458,221,569,61.13,25,Sunny,1,58.91,Winter,0,231
5364,2022-02-23,S004,P0005,Clothing,West,187,170,178,64.62,25,Sunny,1,75.85,Winter,0,150
5365,2022-02-23,S004,P0006,Groceries,West,262,166,0,38.78,20,Sunny,1,42.84,Winter,0,197
5368,2022-02-23,S004,P0009,Clothing,West,459,76,0,90.93,25,Sunny,1,97.81,Winter,0,110
5373,2022-02-23,S004,P0014,Furniture,West,185,114,264,150.34,25,Sunny,1,133.72,Winter,0,112
5377,2022-02-23,S004,P0018,Furniture,West,120,72,103,141.91,25,Sunny,1,122.44,Winter,0,106
5380,2022-02-23,S005,P0001,Groceries,North,172,109,0,10.73,20,Sunny,1,9.31,Winter,0,116
5383,2022-02-23,S005,P0004,Groceries,North,94,94,125,7.58,20,Sunny,1,7.14,Winter,0,149
5385,2022-02-23,S005,P0006,Groceries,North,421,175,1079,69.2,25,Sunny,1,76.49,Winter,0,264
5388,2022-02-23,S005,P0009,Groceries,North,412,83,357,92.39,15,Sunny,1,106.89,Winter,0,138
5393,2022-02-23,S005,P0014,Furniture,North,342,116,518,179.61,20,Sunny,1,171.08,Winter,0,155
5397,2022-02-23,S005,P0018,Clothing,North,121,121,263,31.9,10,Sunny,1,30.17,Winter,0,259
5401,2022-02-24,S001,P0002,Clothing,North,192,192,142,62.22,25,Snowy,1,74.22,Winter,0,176
5402,2022-02-24,S001,P0003,Clothing,North,870,45,0,47.13,5,Snowy,0,50.92,Winter,0,66
5406,2022-02-24,S001,P0007,Groceries,North,1001,161,0,30.73,0,Snowy,0,30.4,Winter,0,151
5410,2022-02-24,S001,P0011,Furniture,North,293,110,241,135.42,25,Snowy,1,153.06,Winter,0,106
5412,2022-02-24,S001,P0013,Toys,North,203,143,167,32.07,25,Snowy,1,28.2,Winter,0,162
5419,2022-02-24,S001,P0020,Furniture,North,360,110,332,109.19,20,Snowy,1,95.05,Winter,0,99
5422,2022-02-24,S002,P0003,Groceries,South,490,108,611,106.0,0,Snowy,0,95.73,Winter,0,172
5424,2022-02-24,S002,P0005,Electronics,South,439,94,449,87.61,10,Snowy,0,83.64,Winter,0,95
5434,2022-02-24,S002,P0015,Clothing,South,455,110,543,60.04,25,Snowy,1,54.08,Winter,0,128
5439,2022-02-24,S002,P0020,Furniture,South,679,72,0,115.15,20,Snowy,1,121.95,Winter,0,105
5440,2022-02-24,S003,P0001,Toys,East,95,50,0,11.56,20,Snowy,1,12.63,Winter,0,53
5444,2022-02-24,S003,P0005,Toys,East,359,103,315,22.62,0,Snowy,0,25.12,Winter,0,94
5445,2022-02-24,S003,P0006,Toys,East,143,41,0,27.91,20,Snowy,1,27.05,Winter,0,49
5450,2022-02-24,S003,P0011,Electronics,East,325,107,0,99.66,20,Snowy,1,106.47,Winter,0,97
5459,2022-02-24,S003,P0020,Clothing,East,349,234,0,88.27,20,Snowy,1,79.01,Winter,0,218
5460,2022-02-24,S004,P0001,Groceries,West,153,72,0,9.03,25,Cloudy,1,8.33,Winter,0,107
5461,2022-02-24,S004,P0002,Groceries,West,391,126,0,19.85,20,Cloudy,1,18.71,Winter,0,147
5465,2022-02-24,S004,P0006,Groceries,West,371,73,0,29.99,20,Cloudy,1,26.53,Winter,0,90
5470,2022-02-24,S004,P0011,Clothing,West,37,37,664,69.61,10,Cloudy,1,80.29,Winter,0,184
5474,2022-02-24,S004,P0015,Furniture,West,605,96,0,79.99,25,Cloudy,1,91.74,Winter,0,102
5481,2022-02-24,S005,P0002,Electronics,North,368,88,342,39.02,15,Snowy,1,46.55,Winter,0,127
5485,2022-02-24,S005,P0006,Groceries,North,246,110,0,52.44,20,Snowy,1,58.09,Winter,0,129
5490,2022-02-24,S005,P0011,Electronics,North,639,159,0,73.74,25,Snowy,1,64.31,Winter,0,143
5492,2022-02-24,S005,P0013,Groceries,North,504,173,653,76.74,20,Snowy,1,82.47,Winter,0,185
5499,2022-02-24,S005,P0020,Toys,North,128,125,124,25.73,25,Snowy,1,28.87,Winter,0,128
5502,2022-02-25,S001,P0003,Clothing,North,825,141,0,55.97,10,Snowy,0,67.26,Winter,0,134
5506,2022-02-25,S001,P0007,Groceries,North,840,128,0,25.7,0,Snowy,0,27.93,Winter,0,109
5512,2022-02-25,S001,P0013,Toys,North,227,103,0,27.52,25,Snowy,1,25.15,Winter,0,110
5526,2022-02-25,S002,P0007,Toys,South,379,71,317,29.33,0,Cloudy,0,31.3,Winter,0,104
5528,2022-02-25,S002,P0009,Groceries,South,266,137,315,70.41,5,Cloudy,0,69.27,Winter,0,137
5531,2022-02-25,S002,P0012,Electronics,South,545,132,386,55.83,25,Cloudy,1,60.0,Winter,0,120
5532,2022-02-25,S002,P0013,Groceries,South,653,118,0,18.07,25,Cloudy,1,19.56,Winter,0,124
5543,2022-02-25,S003,P0004,Groceries,East,383,173,435,28.62,0,Cloudy,0,25.22,Winter,0,151
5544,2022-02-25,S003,P0005,Toys,East,256,112,0,19.67,20,Cloudy,1,18.12,Winter,0,104
5550,2022-02-25,S003,P0011,Electronics,East,218,109,310,139.35,5,Cloudy,0,135.08,Winter,0,133
5552,2022-02-25,S003,P0013,Groceries,East,1178,177,0,71.74,25,Cloudy,1,61.81,Winter,0,173
5554,2022-02-25,S003,P0015,Groceries,East,498,86,437,95.68,10,Cloudy,0,108.09,Winter,0,123
5557,2022-02-25,S003,P0018,Furniture,East,189,60,0,113.32,20,Cloudy,1,125.55,Winter,0,89
5564,2022-02-25,S004,P0005,Clothing,West,192,70,0,61.05,20,Snowy,1,55.24,Winter,0,93
5567,2022-02-25,S004,P0008,Furniture,West,67,67,135,89.91,25,Snowy,1,89.61,Winter,0,118
5568,2022-02-25,S004,P0009,Clothing,West,316,119,441,139.27,0,Snowy,0,135.75,Winter,0,139
5571,2022-02-25,S004,P0012,Electronics,West,47,47,127,107.77,20,Snowy,1,96.56,Winter,0,128
5572,2022-02-25,S004,P0013,Groceries,West,843,120,0,16.83,25,Snowy,1,16.74,Winter,0,109
5597,2022-02-25,S005,P0018,Clothing,North,231,205,203,31.03,10,Snowy,1,30.88,Winter,0,246
